chrom	start	stop	cn	type	midpoint	win_stop	species
chrref|NC_001137|	478250	478500	4.46	neutral	478375.0	3370750	Jean-Talon
chrref|NC_001137|	478500	478750	4.79889	neutral	478625.0	3371000	Jean-Talon
chrref|NC_001137|	478750	479000	4.89726	neutral	478875.0	3371250	Jean-Talon
chrref|NC_001137|	479000	479250	4.40822	neutral	479125.0	3371500	Jean-Talon
chrref|NC_001137|	479250	479500	4.65955	neutral	479375.0	3371750	Jean-Talon
chrref|NC_001137|	479500	479750	4.03809	neutral	479625.0	3372000	Jean-Talon
chrref|NC_001137|	479750	480000	3.72891	neutral	479875.0	3372250	Jean-Talon
chrref|NC_001137|	480000	480250	4.70047	neutral	480125.0	3372500	Jean-Talon
chrref|NC_001137|	480250	480500	3.48282	neutral	480375.0	3372750	Jean-Talon
chrref|NC_001137|	480500	480750	4.60307	neutral	480625.0	3373000	Jean-Talon
chrref|NC_001137|	480750	481000	5.40738	neutral	480875.0	3373250	Jean-Talon
chrref|NC_001137|	481000	481250	4.41849	neutral	481125.0	3373500	Jean-Talon
chrref|NC_001137|	481250	481500	4.346	neutral	481375.0	3373750	Jean-Talon
chrref|NC_001137|	481500	481750	4.02617	neutral	481625.0	3374000	Jean-Talon
chrref|NC_001137|	481750	482000	3.95929	neutral	481875.0	3374250	Jean-Talon
chrref|NC_001137|	482000	482250	4.08538	neutral	482125.0	3374500	Jean-Talon
chrref|NC_001137|	482250	482500	4.56567	neutral	482375.0	3374750	Jean-Talon
chrref|NC_001137|	482500	482750	4.6468	neutral	482625.0	3375000	Jean-Talon
chrref|NC_001137|	482750	483000	3.25483	neutral	482875.0	3375250	Jean-Talon
chrref|NC_001137|	483000	483250	3.98164	neutral	483125.0	3375500	Jean-Talon
chrref|NC_001137|	483250	483500	4.29643	neutral	483375.0	3375750	Jean-Talon
chrref|NC_001137|	483500	483750	4.20924	neutral	483625.0	3376000	Jean-Talon
chrref|NC_001137|	483750	484000	4.45977	neutral	483875.0	3376250	Jean-Talon
chrref|NC_001137|	484000	484250	3.97149	neutral	484125.0	3376500	Jean-Talon
chrref|NC_001137|	484250	484500	3.60652	neutral	484375.0	3376750	Jean-Talon
chrref|NC_001137|	484500	484750	3.07406	neutral	484625.0	3377000	Jean-Talon
chrref|NC_001137|	484750	485000	3.22686	neutral	484875.0	3377250	Jean-Talon
chrref|NC_001137|	485000	485250	4.08768	neutral	485125.0	3377500	Jean-Talon
chrref|NC_001137|	485250	485500	4.15769	neutral	485375.0	3377750	Jean-Talon
chrref|NC_001137|	485500	485750	3.78589	neutral	485625.0	3378000	Jean-Talon
chrref|NC_001137|	485750	486000	4.65289	neutral	485875.0	3378250	Jean-Talon
chrref|NC_001137|	486000	486250	3.69919	neutral	486125.0	3378500	Jean-Talon
chrref|NC_001137|	486250	486500	4.50938	neutral	486375.0	3378750	Jean-Talon
chrref|NC_001137|	486500	486750	4.6932	neutral	486625.0	3379000	Jean-Talon
chrref|NC_001137|	486750	487000	3.78954	neutral	486875.0	3379250	Jean-Talon
chrref|NC_001137|	487000	487250	4.1548	neutral	487125.0	3379500	Jean-Talon
chrref|NC_001137|	487250	487500	4.23011	neutral	487375.0	3379750	Jean-Talon
chrref|NC_001137|	487500	487750	4.61479	neutral	487625.0	3380000	Jean-Talon
chrref|NC_001137|	487750	488000	5.37322	neutral	487875.0	3380250	Jean-Talon
chrref|NC_001137|	488000	488250	6.28722	neutral	488125.0	3380500	Jean-Talon
chrref|NC_001137|	488250	488500	3.4236	neutral	488375.0	3380750	Jean-Talon
chrref|NC_001137|	488500	488750	3.42582	neutral	488625.0	3381000	Jean-Talon
chrref|NC_001137|	488750	489000	2.79193	neutral	488875.0	3381250	Jean-Talon
chrref|NC_001137|	489000	489250	4.2622	neutral	489125.0	3381500	Jean-Talon
chrref|NC_001137|	489250	489500	4.64247	neutral	489375.0	3381750	Jean-Talon
chrref|NC_001137|	489500	489750	4.13231	neutral	489625.0	3382000	Jean-Talon
chrref|NC_001137|	489750	490000	4.0229	neutral	489875.0	3382250	Jean-Talon
chrref|NC_001137|	490000	490250	4.64988	neutral	490125.0	3382500	Jean-Talon
chrref|NC_001137|	490250	490500	5.45715	neutral	490375.0	3382750	Jean-Talon
chrref|NC_001137|	490500	490750	4.4194	neutral	490625.0	3383000	Jean-Talon
chrref|NC_001137|	490750	491000	4.59645	neutral	490875.0	3383250	Jean-Talon
chrref|NC_001137|	491000	491250	4.23134	neutral	491125.0	3383500	Jean-Talon
chrref|NC_001137|	491250	491500	4.5766	neutral	491375.0	3383750	Jean-Talon
chrref|NC_001137|	491500	491750	4.55268	neutral	491625.0	3384000	Jean-Talon
chrref|NC_001137|	491750	492000	5.0539	neutral	491875.0	3384250	Jean-Talon
chrref|NC_001137|	492000	492250	2.97754	neutral	492125.0	3384500	Jean-Talon
chrref|NC_001137|	492250	492500	5.06999	neutral	492375.0	3384750	Jean-Talon
chrref|NC_001137|	492500	492750	0.979684	losses	492625.0	3385000	Jean-Talon
chrref|NC_001137|	492750	493000	1.26992	losses	492875.0	3385250	Jean-Talon
chrref|NC_001137|	493000	493250	0.755417	losses	493125.0	3385500	Jean-Talon
chrref|NC_001137|	493250	493500	0.58109	losses	493375.0	3385750	Jean-Talon
chrref|NC_001137|	493500	493750	0.632779	losses	493625.0	3386000	Jean-Talon
chrref|NC_001137|	493750	494000	1.8543	losses	493875.0	3386250	Jean-Talon
chrref|NC_001137|	494000	494250	1.3005	losses	494125.0	3386500	Jean-Talon
chrref|NC_001137|	494250	494500	2.81829	losses	494375.0	3386750	Jean-Talon
chrref|NC_001137|	494500	494750	0.37939	losses	494625.0	3387000	Jean-Talon
chrref|NC_001137|	494750	495000	0.545374	losses	494875.0	3387250	Jean-Talon
chrref|NC_001137|	495000	495250	0.409909	losses	495125.0	3387500	Jean-Talon
chrref|NC_001137|	495250	495500	0.463316	losses	495375.0	3387750	Jean-Talon
chrref|NC_001137|	495500	495750	0.716659	losses	495625.0	3388000	Jean-Talon
chrref|NC_001137|	495750	496000	1.29	losses	495875.0	3388250	Jean-Talon
chrref|NC_001137|	496000	496250	1.38076	losses	496125.0	3388500	Jean-Talon
chrref|NC_001137|	496250	496500	1.16095	losses	496375.0	3388750	Jean-Talon
chrref|NC_001137|	496500	496750	1.89695	losses	496625.0	3389000	Jean-Talon
chrref|NC_001137|	496750	497000	2.10793	losses	496875.0	3389250	Jean-Talon
chrref|NC_001137|	497000	497250	1.79535	losses	497125.0	3389500	Jean-Talon
chrref|NC_001137|	497250	497500	1.01583	losses	497375.0	3389750	Jean-Talon
chrref|NC_001137|	497500	497750	1.09997	losses	497625.0	3390000	Jean-Talon
chrref|NC_001137|	497750	498000	2.04448	losses	497875.0	3390250	Jean-Talon
chrref|NC_001137|	498000	498250	1.03569	losses	498125.0	3390500	Jean-Talon
chrref|NC_001137|	498250	498500	3.76432	neutral	498375.0	3390750	Jean-Talon
chrref|NC_001137|	498500	498750	4.60584	neutral	498625.0	3391000	Jean-Talon
chrref|NC_001137|	498750	499000	4.18385	neutral	498875.0	3391250	Jean-Talon
chrref|NC_001137|	499000	499250	4.2851	neutral	499125.0	3391500	Jean-Talon
chrref|NC_001137|	499250	499500	4.9439	neutral	499375.0	3391750	Jean-Talon
chrref|NC_001137|	499500	499750	4.96308	neutral	499625.0	3392000	Jean-Talon
chrref|NC_001137|	499750	500000	3.69642	neutral	499875.0	3392250	Jean-Talon
chrref|NC_001137|	500000	500250	4.3024	neutral	500125.0	3392500	Jean-Talon
chrref|NC_001137|	500250	500500	4.67412	neutral	500375.0	3392750	Jean-Talon
chrref|NC_001137|	500500	500750	3.3469	neutral	500625.0	3393000	Jean-Talon
chrref|NC_001137|	500750	501000	4.71147	neutral	500875.0	3393250	Jean-Talon
chrref|NC_001137|	501000	501250	3.75973	neutral	501125.0	3393500	Jean-Talon
chrref|NC_001137|	501250	501500	3.82308	neutral	501375.0	3393750	Jean-Talon
chrref|NC_001137|	501500	501750	3.20264	neutral	501625.0	3394000	Jean-Talon
chrref|NC_001137|	501750	502000	3.68999	neutral	501875.0	3394250	Jean-Talon
chrref|NC_001137|	502000	502250	3.55013	neutral	502125.0	3394500	Jean-Talon
chrref|NC_001137|	502250	502500	3.91822	neutral	502375.0	3394750	Jean-Talon
chrref|NC_001137|	502500	502750	4.87807	neutral	502625.0	3395000	Jean-Talon
chrref|NC_001137|	502750	503000	3.53846	neutral	502875.0	3395250	Jean-Talon
chrref|NC_001137|	503000	503250	3.86475	neutral	503125.0	3395500	Jean-Talon
chrref|NC_001137|	503250	503500	4.09909	neutral	503375.0	3395750	Jean-Talon
chrref|NC_001137|	503500	503750	3.63087	neutral	503625.0	3396000	Jean-Talon
chrref|NC_001137|	503750	504000	3.63743	neutral	503875.0	3396250	Jean-Talon
chrref|NC_001137|	504000	504250	3.98995	neutral	504125.0	3396500	Jean-Talon
chrref|NC_001137|	504250	504500	3.98164	neutral	504375.0	3396750	Jean-Talon
chrref|NC_001137|	504500	504750	3.36314	neutral	504625.0	3397000	Jean-Talon
chrref|NC_001137|	504750	505000	4.19765	neutral	504875.0	3397250	Jean-Talon
chrref|NC_001137|	505000	505250	3.59534	neutral	505125.0	3397500	Jean-Talon
chrref|NC_001137|	505250	505500	3.70653	neutral	505375.0	3397750	Jean-Talon
chrref|NC_001137|	505500	505750	4.00518	neutral	505625.0	3398000	Jean-Talon
chrref|NC_001137|	505750	506000	4.49431	neutral	505875.0	3398250	Jean-Talon
chrref|NC_001137|	506000	506250	3.71538	neutral	506125.0	3398500	Jean-Talon
chrref|NC_001137|	506250	506500	3.89999	neutral	506375.0	3398750	Jean-Talon
chrref|NC_001137|	506500	506750	3.47217	neutral	506625.0	3399000	Jean-Talon
chrref|NC_001137|	506750	507000	3.74555	neutral	506875.0	3399250	Jean-Talon
chrref|NC_001137|	507000	507250	4.09162	neutral	507125.0	3399500	Jean-Talon
chrref|NC_001137|	507250	507500	3.07653	neutral	507375.0	3399750	Jean-Talon
chrref|NC_001137|	507500	507750	3.11406	neutral	507625.0	3400000	Jean-Talon
chrref|NC_001137|	507750	508000	4.17329	neutral	507875.0	3400250	Jean-Talon
chrref|NC_001137|	508000	508250	4.55905	neutral	508125.0	3400500	Jean-Talon
chrref|NC_001137|	508250	508500	4.1988	neutral	508375.0	3400750	Jean-Talon
chrref|NC_001137|	508500	508750	4.55674	neutral	508625.0	3401000	Jean-Talon
chrref|NC_001137|	508750	509000	4.22811	neutral	508875.0	3401250	Jean-Talon
chrref|NC_001137|	509000	509250	3.50999	neutral	509125.0	3401500	Jean-Talon
chrref|NC_001137|	509250	509500	3.10452	neutral	509375.0	3401750	Jean-Talon
chrref|NC_001137|	509500	509750	2.88027	neutral	509625.0	3402000	Jean-Talon
chrref|NC_001137|	509750	510000	3.94336	neutral	509875.0	3402250	Jean-Talon
chrref|NC_001137|	510000	510250	3.53369	neutral	510125.0	3402500	Jean-Talon
chrref|NC_001137|	510250	510500	3.66428	neutral	510375.0	3402750	Jean-Talon
chrref|NC_001137|	510500	510750	3.97241	neutral	510625.0	3403000	Jean-Talon
chrref|NC_001137|	510750	511000	3.62446	neutral	510875.0	3403250	Jean-Talon
chrref|NC_001137|	511000	511250	4.04482	neutral	511125.0	3403500	Jean-Talon
chrref|NC_001137|	511250	511500	4.30672	neutral	511375.0	3403750	Jean-Talon
chrref|NC_001137|	511500	511750	2.86429	neutral	511625.0	3404000	Jean-Talon
chrref|NC_001137|	511750	512000	3.36314	neutral	511875.0	3404250	Jean-Talon
chrref|NC_001137|	512000	512250	4.20241	neutral	512125.0	3404500	Jean-Talon
chrref|NC_001137|	512250	512500	3.93125	neutral	512375.0	3404750	Jean-Talon
chrref|NC_001137|	512500	512750	4.00093	neutral	512625.0	3405000	Jean-Talon
chrref|NC_001137|	512750	513000	3.90775	neutral	512875.0	3405250	Jean-Talon
chrref|NC_001137|	513000	513250	4.39359	neutral	513125.0	3405500	Jean-Talon
chrref|NC_001137|	513250	513500	4.24922	neutral	513375.0	3405750	Jean-Talon
chrref|NC_001137|	513500	513750	5.35107	neutral	513625.0	3406000	Jean-Talon
chrref|NC_001137|	513750	514000	3.64302	neutral	513875.0	3406250	Jean-Talon
chrref|NC_001137|	514000	514250	3.87259	neutral	514125.0	3406500	Jean-Talon
chrref|NC_001137|	514250	514500	3.20094	neutral	514375.0	3406750	Jean-Talon
chrref|NC_001137|	514500	514750	3.63743	neutral	514625.0	3407000	Jean-Talon
chrref|NC_001137|	514750	515000	3.26095	neutral	514875.0	3407250	Jean-Talon
chrref|NC_001137|	515000	515250	3.51321	neutral	515125.0	3407500	Jean-Talon
chrref|NC_001137|	515250	515500	4.09236	neutral	515375.0	3407750	Jean-Talon
chrref|NC_001137|	515500	515750	4.16122	neutral	515625.0	3408000	Jean-Talon
chrref|NC_001137|	515750	516000	3.88992	neutral	515875.0	3408250	Jean-Talon
chrref|NC_001137|	516000	516250	4.04221	neutral	516125.0	3408500	Jean-Talon
chrref|NC_001137|	516250	516500	3.56993	neutral	516375.0	3408750	Jean-Talon
chrref|NC_001137|	516500	516750	3.00625	neutral	516625.0	3409000	Jean-Talon
chrref|NC_001137|	516750	517000	3.30254	neutral	516875.0	3409250	Jean-Talon
chrref|NC_001137|	517000	517250	3.74386	neutral	517125.0	3409500	Jean-Talon
chrref|NC_001137|	517250	517500	2.89684	neutral	517375.0	3409750	Jean-Talon
chrref|NC_001137|	517500	517750	3.75973	neutral	517625.0	3410000	Jean-Talon
chrref|NC_001137|	517750	518000	3.04731	neutral	517875.0	3410250	Jean-Talon
chrref|NC_001137|	518000	518250	3.43341	neutral	518125.0	3410500	Jean-Talon
chrref|NC_001137|	518250	518500	3.70716	neutral	518375.0	3410750	Jean-Talon
chrref|NC_001137|	518500	518750	4.33588	neutral	518625.0	3411000	Jean-Talon
chrref|NC_001137|	518750	519000	4.53789	neutral	518875.0	3411250	Jean-Talon
chrref|NC_001137|	519000	519250	4.16122	neutral	519125.0	3411500	Jean-Talon
chrref|NC_001137|	519250	519500	3.81913	neutral	519375.0	3411750	Jean-Talon
chrref|NC_001137|	519500	519750	4.04999	neutral	519625.0	3412000	Jean-Talon
chrref|NC_001137|	519750	520000	3.86453	neutral	519875.0	3412250	Jean-Talon
chrref|NC_001137|	520000	520250	3.64798	neutral	520125.0	3412500	Jean-Talon
chrref|NC_001137|	520250	520500	4.31068	neutral	520375.0	3412750	Jean-Talon
chrref|NC_001137|	520500	520750	3.11364	neutral	520625.0	3413000	Jean-Talon
chrref|NC_001137|	520750	521000	5.08441	neutral	520875.0	3413250	Jean-Talon
chrref|NC_001137|	521000	521250	4.78065	neutral	521125.0	3413500	Jean-Talon
chrref|NC_001137|	521250	521500	3.33702	neutral	521375.0	3413750	Jean-Talon
chrref|NC_001137|	521500	521750	4.06248	neutral	521625.0	3414000	Jean-Talon
chrref|NC_001137|	521750	522000	3.55013	neutral	521875.0	3414250	Jean-Talon
chrref|NC_001137|	522000	522250	3.37427	neutral	522125.0	3414500	Jean-Talon
chrref|NC_001137|	522250	522500	3.13686	neutral	522375.0	3414750	Jean-Talon
chrref|NC_001137|	522500	522750	3.81479	neutral	522625.0	3415000	Jean-Talon
chrref|NC_001137|	522750	523000	4.16159	neutral	522875.0	3415250	Jean-Talon
chrref|NC_001137|	523000	523250	4.39279	neutral	523125.0	3415500	Jean-Talon
chrref|NC_001137|	523250	523500	3.88919	neutral	523375.0	3415750	Jean-Talon
chrref|NC_001137|	523500	523750	3.28824	neutral	523625.0	3416000	Jean-Talon
chrref|NC_001137|	523750	524000	3.32349	neutral	523875.0	3416250	Jean-Talon
chrref|NC_001137|	524000	524250	3.95393	neutral	524125.0	3416500	Jean-Talon
chrref|NC_001137|	524250	524500	4.01999	neutral	524375.0	3416750	Jean-Talon
chrref|NC_001137|	524500	524750	3.90775	neutral	524625.0	3417000	Jean-Talon
chrref|NC_001137|	524750	525000	3.33333	neutral	524875.0	3417250	Jean-Talon
chrref|NC_001137|	525000	525250	4.25999	neutral	525125.0	3417500	Jean-Talon
chrref|NC_001137|	525250	525500	3.70635	neutral	525375.0	3417750	Jean-Talon
chrref|NC_001137|	525500	525750	4.00941	neutral	525625.0	3418000	Jean-Talon
chrref|NC_001137|	525750	526000	3.33647	neutral	525875.0	3418250	Jean-Talon
chrref|NC_001137|	526000	526250	3.89858	neutral	526125.0	3418500	Jean-Talon
chrref|NC_001137|	526250	526500	4.31495	neutral	526375.0	3418750	Jean-Talon
chrref|NC_001137|	526500	526750	3.09229	neutral	526625.0	3419000	Jean-Talon
chrref|NC_001137|	526750	527000	2.07525	neutral	526875.0	3419250	Jean-Talon
chrref|NC_001137|	527000	527250	2.67553	neutral	527125.0	3419500	Jean-Talon
chrref|NC_001137|	527250	527500	3.46284	neutral	527375.0	3419750	Jean-Talon
chrref|NC_001137|	527500	527750	4.7548	neutral	527625.0	3420000	Jean-Talon
chrref|NC_001137|	527750	528000	4.11498	neutral	527875.0	3420250	Jean-Talon
chrref|NC_001137|	528000	528250	3.22215	neutral	528125.0	3420500	Jean-Talon
chrref|NC_001137|	528250	528500	4.37291	neutral	528375.0	3420750	Jean-Talon
chrref|NC_001137|	528500	528750	3.87344	neutral	528625.0	3421000	Jean-Talon
chrref|NC_001137|	528750	529000	3.93664	neutral	528875.0	3421250	Jean-Talon
chrref|NC_001137|	529000	529250	2.5251	neutral	529125.0	3421500	Jean-Talon
chrref|NC_001137|	529250	529500	3.79729	neutral	529375.0	3421750	Jean-Talon
chrref|NC_001137|	529500	529750	3.07118	neutral	529625.0	3422000	Jean-Talon
chrref|NC_001137|	529750	530000	4.88409	neutral	529875.0	3422250	Jean-Talon
chrref|NC_001137|	530000	530250	3.59831	neutral	530125.0	3422500	Jean-Talon
chrref|NC_001137|	530250	530500	3.93982	neutral	530375.0	3422750	Jean-Talon
chrref|NC_001137|	530500	530750	3.50962	neutral	530625.0	3423000	Jean-Talon
chrref|NC_001137|	530750	531000	4.43045	neutral	530875.0	3423250	Jean-Talon
chrref|NC_001137|	531000	531250	4.06281	neutral	531125.0	3423500	Jean-Talon
chrref|NC_001137|	531250	531500	3.64798	neutral	531375.0	3423750	Jean-Talon
chrref|NC_001137|	531500	531750	4.34317	neutral	531625.0	3424000	Jean-Talon
chrref|NC_001137|	531750	532000	4.12139	neutral	531875.0	3424250	Jean-Talon
chrref|NC_001137|	532000	532250	4.08522	neutral	532125.0	3424500	Jean-Talon
chrref|NC_001137|	532250	532500	3.71815	neutral	532375.0	3424750	Jean-Talon
chrref|NC_001137|	532500	532750	4.14459	neutral	532625.0	3425000	Jean-Talon
chrref|NC_001137|	532750	533000	4.23535	neutral	532875.0	3425250	Jean-Talon
chrref|NC_001137|	533000	533250	4.12802	neutral	533125.0	3425500	Jean-Talon
chrref|NC_001137|	533250	533500	3.77467	neutral	533375.0	3425750	Jean-Talon
chrref|NC_001137|	533500	533750	2.92636	neutral	533625.0	3426000	Jean-Talon
chrref|NC_001137|	533750	534000	4.08297	neutral	533875.0	3426250	Jean-Talon
chrref|NC_001137|	534000	534250	2.94315	neutral	534125.0	3426500	Jean-Talon
chrref|NC_001137|	534250	534500	3.99819	neutral	534375.0	3426750	Jean-Talon
chrref|NC_001137|	534500	534750	3.657	neutral	534625.0	3427000	Jean-Talon
chrref|NC_001137|	534750	535000	3.60833	neutral	534875.0	3427250	Jean-Talon
chrref|NC_001137|	535000	535250	4.09162	neutral	535125.0	3427500	Jean-Talon
chrref|NC_001137|	535250	535500	4.83896	neutral	535375.0	3427750	Jean-Talon
chrref|NC_001137|	535500	535750	2.68325	neutral	535625.0	3428000	Jean-Talon
chrref|NC_001137|	535750	536000	4.05889	neutral	535875.0	3428250	Jean-Talon
chrref|NC_001137|	536000	536250	4.1732	neutral	536125.0	3428500	Jean-Talon
chrref|NC_001137|	536250	536500	3.2859	neutral	536375.0	3428750	Jean-Talon
chrref|NC_001137|	536500	536750	3.26999	neutral	536625.0	3429000	Jean-Talon
chrref|NC_001137|	536750	537000	4.20247	neutral	536875.0	3429250	Jean-Talon
chrref|NC_001137|	537000	537250	3.65247	neutral	537125.0	3429500	Jean-Talon
chrref|NC_001137|	537250	537500	4.08768	neutral	537375.0	3429750	Jean-Talon
chrref|NC_001137|	537500	537750	3.65346	neutral	537625.0	3430000	Jean-Talon
chrref|NC_001137|	537750	538000	3.9242	neutral	537875.0	3430250	Jean-Talon
chrref|NC_001137|	538000	538250	2.77342	neutral	538125.0	3430500	Jean-Talon
chrref|NC_001137|	538250	538500	2.11311	neutral	538375.0	3430750	Jean-Talon
chrref|NC_001137|	538500	538750	3.71815	neutral	538625.0	3431000	Jean-Talon
chrref|NC_001137|	538750	539000	3.88882	neutral	538875.0	3431250	Jean-Talon
chrref|NC_001137|	539000	539250	3.69308	neutral	539125.0	3431500	Jean-Talon
chrref|NC_001137|	539250	539500	3.54074	neutral	539375.0	3431750	Jean-Talon
chrref|NC_001137|	539500	539750	3.0458	neutral	539625.0	3432000	Jean-Talon
chrref|NC_001137|	539750	540000	3.71647	neutral	539875.0	3432250	Jean-Talon
chrref|NC_001137|	540000	540250	3.63743	neutral	540125.0	3432500	Jean-Talon
chrref|NC_001137|	540250	540500	3.78021	neutral	540375.0	3432750	Jean-Talon
chrref|NC_001137|	540500	540750	4.64342	neutral	540625.0	3433000	Jean-Talon
chrref|NC_001137|	540750	541000	4.09707	neutral	540875.0	3433250	Jean-Talon
chrref|NC_001137|	541000	541250	4.05645	neutral	541125.0	3433500	Jean-Talon
chrref|NC_001137|	541250	541500	4.17806	neutral	541375.0	3433750	Jean-Talon
chrref|NC_001137|	541500	541750	4.29897	neutral	541625.0	3434000	Jean-Talon
chrref|NC_001137|	541750	542000	3.60652	neutral	541875.0	3434250	Jean-Talon
chrref|NC_001137|	542000	542250	3.92179	neutral	542125.0	3434500	Jean-Talon
chrref|NC_001137|	542250	542500	3.13457	neutral	542375.0	3434750	Jean-Talon
chrref|NC_001137|	542500	542750	5.07634	neutral	542625.0	3435000	Jean-Talon
chrref|NC_001137|	542750	543000	4.22149	neutral	542875.0	3435250	Jean-Talon
chrref|NC_001137|	543000	543250	4.4433	neutral	543125.0	3435500	Jean-Talon
chrref|NC_001137|	543250	543500	4.03937	neutral	543375.0	3435750	Jean-Talon
chrref|NC_001137|	543500	543750	4.53729	neutral	543625.0	3436000	Jean-Talon
chrref|NC_001137|	543750	544000	4.04019	neutral	543875.0	3436250	Jean-Talon
chrref|NC_001137|	544000	544250	4.33461	neutral	544125.0	3436500	Jean-Talon
chrref|NC_001137|	544250	544500	3.27743	neutral	544375.0	3436750	Jean-Talon
chrref|NC_001137|	544500	544750	2.58641	neutral	544625.0	3437000	Jean-Talon
chrref|NC_001137|	544750	545000	4.19533	neutral	544875.0	3437250	Jean-Talon
chrref|NC_001137|	545000	545250	5.0119	neutral	545125.0	3437500	Jean-Talon
chrref|NC_001137|	545250	545500	4.50155	neutral	545375.0	3437750	Jean-Talon
chrref|NC_001137|	545500	545750	4.33296	neutral	545625.0	3438000	Jean-Talon
chrref|NC_001137|	545750	546000	3.75224	neutral	545875.0	3438250	Jean-Talon
chrref|NC_001137|	546000	546250	3.14103	neutral	546125.0	3438500	Jean-Talon
chrref|NC_001137|	546250	546500	3.14274	neutral	546375.0	3438750	Jean-Talon
chrref|NC_001137|	546500	546750	3.52579	neutral	546625.0	3439000	Jean-Talon
chrref|NC_001137|	546750	547000	4.10702	neutral	546875.0	3439250	Jean-Talon
chrref|NC_001137|	547000	547250	3.73598	neutral	547125.0	3439500	Jean-Talon
chrref|NC_001137|	547250	547500	3.2316	neutral	547375.0	3439750	Jean-Talon
chrref|NC_001137|	547500	547750	3.32201	neutral	547625.0	3440000	Jean-Talon
chrref|NC_001137|	547750	548000	3.69642	neutral	547875.0	3440250	Jean-Talon
chrref|NC_001137|	548000	548250	4.37554	neutral	548125.0	3440500	Jean-Talon
chrref|NC_001137|	548250	548500	3.77066	neutral	548375.0	3440750	Jean-Talon
chrref|NC_001137|	548500	548750	3.26641	neutral	548625.0	3441000	Jean-Talon
chrref|NC_001137|	548750	549000	5.02956	neutral	548875.0	3441250	Jean-Talon
chrref|NC_001137|	549000	549250	3.50206	neutral	549125.0	3441500	Jean-Talon
chrref|NC_001137|	549250	549500	4.47727	neutral	549375.0	3441750	Jean-Talon
chrref|NC_001137|	549500	549750	3.9148	neutral	549625.0	3442000	Jean-Talon
chrref|NC_001137|	549750	550000	3.04478	neutral	549875.0	3442250	Jean-Talon
chrref|NC_001137|	550000	550250	4.16122	neutral	550125.0	3442500	Jean-Talon
chrref|NC_001137|	550250	550500	3.94049	neutral	550375.0	3442750	Jean-Talon
chrref|NC_001137|	550500	550750	3.90149	neutral	550625.0	3443000	Jean-Talon
chrref|NC_001137|	550750	551000	3.97214	neutral	550875.0	3443250	Jean-Talon
chrref|NC_001137|	551000	551250	3.29033	neutral	551125.0	3443500	Jean-Talon
chrref|NC_001137|	551250	551500	4.22043	neutral	551375.0	3443750	Jean-Talon
chrref|NC_001137|	551500	551750	2.65268	neutral	551625.0	3444000	Jean-Talon
chrref|NC_001137|	551750	552000	3.92389	neutral	551875.0	3444250	Jean-Talon
chrref|NC_001137|	552000	552250	3.45749	neutral	552125.0	3444500	Jean-Talon
chrref|NC_001137|	552250	552500	2.95768	neutral	552375.0	3444750	Jean-Talon
chrref|NC_001137|	552500	552750	3.94162	neutral	552625.0	3445000	Jean-Talon
chrref|NC_001137|	552750	553000	3.21071	neutral	552875.0	3445250	Jean-Talon
chrref|NC_001137|	553000	553250	3.15634	neutral	553125.0	3445500	Jean-Talon
chrref|NC_001137|	553250	553500	3.12188	neutral	553375.0	3445750	Jean-Talon
chrref|NC_001137|	553500	553750	3.99657	neutral	553625.0	3446000	Jean-Talon
chrref|NC_001137|	553750	554000	4.06947	neutral	553875.0	3446250	Jean-Talon
chrref|NC_001137|	554000	554250	3.79944	neutral	554125.0	3446500	Jean-Talon
chrref|NC_001137|	554250	554500	4.1573	neutral	554375.0	3446750	Jean-Talon
chrref|NC_001137|	554500	554750	3.81913	neutral	554625.0	3447000	Jean-Talon
chrref|NC_001137|	554750	555000	3.1581	neutral	554875.0	3447250	Jean-Talon
chrref|NC_001137|	555000	555250	4.00132	neutral	555125.0	3447500	Jean-Talon
chrref|NC_001137|	555250	555500	3.54887	neutral	555375.0	3447750	Jean-Talon
chrref|NC_001137|	555500	555750	5.32347	neutral	555625.0	3448000	Jean-Talon
chrref|NC_001137|	555750	556000	3.67962	neutral	555875.0	3448250	Jean-Talon
chrref|NC_001137|	556000	556250	5.08639	neutral	556125.0	3448500	Jean-Talon
chrref|NC_001137|	556250	556500	4.11492	neutral	556375.0	3448750	Jean-Talon
chrref|NC_001137|	556500	556750	4.31999	neutral	556625.0	3449000	Jean-Talon
chrref|NC_001137|	556750	557000	4.14088	neutral	556875.0	3449250	Jean-Talon
chrref|NC_001137|	557000	557250	4.23535	neutral	557125.0	3449500	Jean-Talon
chrref|NC_001137|	557250	557500	4.27012	neutral	557375.0	3449750	Jean-Talon
chrref|NC_001137|	557500	557750	4.23361	neutral	557625.0	3450000	Jean-Talon
chrref|NC_001137|	557750	558000	5.27315	neutral	557875.0	3450250	Jean-Talon
chrref|NC_001137|	558000	558250	4.67405	neutral	558125.0	3450500	Jean-Talon
chrref|NC_001137|	558250	558500	4.04999	neutral	558375.0	3450750	Jean-Talon
chrref|NC_001137|	558500	558750	3.52002	neutral	558625.0	3451000	Jean-Talon
chrref|NC_001137|	558750	559000	4.86921	neutral	558875.0	3451250	Jean-Talon
chrref|NC_001137|	559000	559250	3.38435	neutral	559125.0	3451500	Jean-Talon
chrref|NC_001137|	559250	559500	4.21242	neutral	559375.0	3451750	Jean-Talon
